Property_ID,Habitability_score
0xaf7d,73.81913
0x2259,73.02642
0x9925,78.27641
0x7b55,77.1525
0x3a54,37.455803
0xc8d2,73.77049
0x416e,81.596695
0x84b,82.75331
0x55aa,41.374023
0x6c3f,82.51581
0x3676,75.98771
0xb596,78.03468
0x75e7,32.648525
0x7500,85.56069
0x89f5,83.75971
0x519d,63.086185
0x6618,78.340195
0x6dae,72.76766
0x7fa7,75.15679
0x4649,92.78778
0xb0a6,78.9026
0x9eee,66.48181
0x7a5d,68.04102
0xad15,79.93533
0x4b44,74.59156
0xa608,36.104053
0x81c4,84.356674
0x3965,78.93068
0x99f2,82.8372
0x13c5,73.09575
0xa11,71.86857
0x67f0,76.82107
0x5215,77.42173
0x17f8,76.59088
0x2c5d,79.467514
0xc3f,75.922935
0x923d,83.90285
0x2070,64.421814
0x2e1d,68.596016
0xa71a,73.72587
0x2a56,75.80379
0x9efd,73.37576
0xbfb0,87.7984
0x90f7,78.8743
0xac95,70.98587
0xba1f,81.87798
0x3478,35.85058
0x4d90,80.31396
0x1107,66.56509
0x84b7,76.25297
0x48ad,76.90527
0xc008,73.81273
0x8199,86.97494
0x8933,39.50456
0x7c46,39.81008
0x9415,36.460285
0x483e,70.68846
0xadd2,73.46887
0x90b3,73.61568
0x8b86,68.0019
0xd6f,54.84829
0x4282,74.09958
0xb028,71.7435
0x7a15,83.809494
0x4ad4,66.44157
0x7fd8,34.472443
0x16e8,80.344345
0x648d,76.38801
0xa216,76.55474
0x4258,80.26874
0x3585,81.345276
0x1224,86.54188
0x4a89,85.035965
0x8d0f,77.468094
0x19e7,77.39121
0xb6ed,78.453064
0x6799,78.28266
0x2d50,73.40935
0x863f,77.20919
0x10c1,83.6418
0xa7fa,69.051025
0x51f3,27.055395
0x2d22,37.049957
0x46ee,81.20695
0x956e,37.859737
0x7b40,89.795586
0xbc45,75.32498
0xac7b,57.750122
0xc104,63.951817
0x453b,79.15704
0x8091,85.71139
0x770e,77.668274
0xb765,32.93774
0xc18d,74.173256
0x8786,35.858776
0x4c4d,71.30452
0x591e,75.12731
0xb0e3,72.012085
0xa48d,80.82802
0x5173,69.4359
0x5c22,83.84589
0xc8ef,79.054504
0xb1ef,71.513565
0x5ae6,88.67755
0x9d53,71.13379
0x45fc,90.899376
0xc11d,67.72434
0x11bc,79.3533
0x841a,73.25371
0x15cb,75.35629
0x9e6d,88.37329
0x1484,79.95386
0x7a25,72.64051
0x6bdd,73.2664
0x6568,88.05319
0x3fba,79.05823
0x137d,62.602135
0x516f,80.38959
0x5b60,73.21626
0x7d1b,68.98888
0xbc7,37.851418
0x8a36,85.35118
0x9dfb,80.61562
0x8ae7,76.60675
0x8fd4,87.54123
0x59eb,80.051926
0x3dfb,83.114204
0x4da8,82.55663
0x3148,83.87722
0xea1,37.268856
0x4abf,83.484406
0x6cec,74.745605
0x2eb8,70.267296
0x4629,26.403332
0x643a,81.867836
0x463d,73.107056
0x7c63,83.266945
0x50b9,80.13109
0xc645,70.77048
0x9248,73.861046
0x6d98,25.876364
0x3d1a,78.39899
0x9394,74.26451
0x2f53,83.35972
0x9b77,74.26212
0x3653,79.849754
0x9021,75.423645
0x5466,77.707146
0x81c7,73.801506
0x5275,84.31633
0x9236,38.9483
0xac12,77.63697
0x3b54,87.61371
0xc6dd,73.17088
0x10c0,84.62876
0x9c31,68.101166
0xa255,67.89264
0x3efa,76.69534
0x975b,74.1991
0x900a,77.863174
0xa1e7,84.67764
0x786a,36.276962
0x33dc,71.133224
0x692b,81.95245
0xbec0,38.23726
0x8d30,75.6549
0x1b79,72.56591
0x5d01,78.89492
0x9143,81.306595
0x2932,74.789154
0xa2af,67.78227
0x2900,61.782578
0x6657,70.09098
0xaa9d,65.21049
0xa661,71.27504
0x69fe,68.631996
0x7589,31.87505
0x511e,84.92961
0xc2fd,78.15509
0x2ded,73.85005
0x53a2,88.37336
0x7c3e,83.466896
0xafde,71.14663
0xaf84,81.1568
0x3b85,76.05972
0xbcb7,78.4548
0x3371,79.37261
0x430f,77.047134
0x759d,79.465454
0x5a6c,82.365524
0xc307,63.302086
0xba25,85.19718
0x2239,76.90619
0x4d6a,76.0326
0x765b,84.60215
0x7c98,57.26748
0x93d3,81.3353
0x2105,81.55884
0xb25c,79.384636
0xc75f,79.33621
0x7c2e,74.74806
0x8662,74.277664
0x8754,70.68559
0xf1e,74.610886
0x9213,77.359406
0xea4,72.47467
0xa14c,64.878006
0x93c3,74.91561
0x78d9,79.342995
0xbbff,74.48735
0xe26,75.3411
0x916b,84.45889
0x5998,29.047028
0x4135,75.13792
0x6783,70.94275
0x2e77,75.662125
0x9086,77.304146
0x1b7f,72.487434
0x83ba,75.91916
0x89d4,75.334236
0x70da,82.30803
0x8e3d,39.890842
0xc6eb,82.58413
0x40ad,76.169716
0x9e13,74.2208
0x1da9,71.37893
0x850b,88.92179
0x131b,77.307465
0x4613,75.769005
0x9612,74.7557
0x6d2,71.19601
0x7a84,72.493286
0xa937,69.69843
0x72e7,81.917786
0x1cd2,39.60692
0x2a18,81.00123
0xa431,76.77708
0x3254,77.32044
0x330d,85.67139
0x295e,33.598644
0x4f1a,70.990395
0x23ea,81.981
0x4008,69.70278
0xb594,82.4983
0x4ca7,79.696686
0x7e55,70.088104
0x1b43,66.45644
0x347e,75.30693
0x8124,84.24518
0xb1a0,78.14227
0xc632,78.12558
0x809c,88.43932
0x7c9c,74.73101
0x7482,82.6005
0x2f6a,80.87236
0x980,28.487953
0xbfa9,79.81717
0x824,79.05568
0x397f,66.887825
0x403b,80.46243
0xa505,85.38006
0x2942,77.58634
0x7db,72.87382
0x5335,83.33617
0x51b9,83.399216
0x7741,81.16934
0x341e,71.73086
0x885f,39.12356
0x7784,69.98026
0x971,79.72973
0x581e,78.481895
0xb576,80.651924
0x16cc,83.24617
0x4481,76.714935
0x61be,39.891388
0xec8,91.40687
0x8d69,80.79654
0xa131,82.84621
0x94a6,75.81856
0xac2d,67.72605
0xa305,73.170204
0x75c4,82.94884
0x11e9,79.17599
0xb50e,71.45557
0x95ba,32.478523
0x8c66,81.18899
0xb020,81.41697
0x1c58,74.8707
0x8048,40.78454
0xa9b1,43.32389
0x8566,69.1574
0x9888,64.653015
0x342b,73.75621
0x6f7e,61.401848
0xaee9,83.007706
0x1b32,38.495102
0x75ab,70.717125
0xc5d6,72.54692
0x22b8,95.65499
0x98cb,65.78269
0xb616,74.43499
0x3da4,73.92993
0x60c4,80.998215
0xbd6d,85.759705
0x5ade,77.4939
0x7d49,72.18694
0x4e9c,85.65973
0x36ec,70.75317
0x83c2,82.4114
0xf09,83.50519
0x2362,69.45505
0xad3,89.190094
0x2487,61.64906
0xc229,43.015305
0x9f9,67.363434
0x59a6,70.72173
0x706b,83.53351
0x17ea,72.09939
0xc932,68.479546
0x534d,89.05902
0x55df,82.94884
0x6aff,80.41647
0x447d,75.524666
0x4fb2,67.256966
0x34c8,66.45979
0xa9d6,37.986034
0x68d0,73.86452
0x3682,73.39174
0x50c1,72.8385
0xc1ca,71.76342
0x2d16,67.00285
0x9c6,69.93823
0x912,74.678345
0x93c7,65.506226
0x2d4b,77.108246
0x79ab,72.303024
0x9567,83.29235
0xbc2f,79.54023
0x63ce,81.71592
0x2715,90.66707
0x5110,75.40508
0x120a,80.98038
0x904e,79.82433
0x2144,83.178665
0x7685,78.691315
0x687e,40.367905
0xb3bc,77.17398
0xb387,82.52246
0x8cc,72.0873
0x122b,45.820328
0x260f,33.45562
0xb4d9,21.738602
0x1492,73.78319
0x8276,69.21039
0xbc5e,77.29338
0x550c,63.63662
0x2278,78.63871
0x584b,72.81345
0xbef6,77.94203
0x787e,70.29692
0x179a,74.43886
0x8f63,77.845505
0xa0ea,68.88915
0x135c,72.22478
0x2be9,70.20877
0xe48,66.07604
0x6697,74.1102
0xc542,66.509186
0x6588,78.69272
0xa9ad,71.22193
0x16c7,84.922005
0x2d0e,77.88709
0xc31d,74.59715
0xbf55,75.23879
0x4c04,47.565002
0x636f,75.38494
0x2c1b,69.378136
0xb734,49.87879
0x4dcb,68.80263
0xc23d,81.00208
0x434a,84.34187
0x11e6,82.156395
0x599e,45.26841
0xc513,85.13466
0xb284,78.104706
0xb28c,71.72627
0x83e7,53.961872
0xa07,63.21733
0xc29b,72.59795
0x891c,82.701454
0x3145,83.14295
0x4efc,82.63778
0x69e2,78.21489
0x8a15,78.90304
0x9311,80.06508
0x3b52,73.60147
0x9fad,78.47432
0x1875,82.82746
0xa900,66.85688
0x56bc,90.703766
0x6746,66.46347
0x8039,74.396675
0xe53,80.12953
0xb52f,76.691444
0xc1db,82.61017
0x330c,81.679344
0x74e4,74.25239
0x852d,78.77474
0x609d,85.408585
0x3d09,72.10809
0x4954,85.14341
0xc5bf,81.23098
0xc213,74.42779
0x2353,92.14168
0x53bf,77.88846
0x3f0c,39.309258
0x2787,78.6201
0xa24f,80.01978
0x62c6,61.26602
0xc86b,77.614365
0x3439,75.98671
0xb3f,91.378
0x53ef,86.65507
0x2c76,73.95773
0x9115,88.31875
0x89c,31.79429
0x9b23,84.1424
0x9e6b,79.38744
0x747e,69.1958
0x1d9c,77.95998
0x806f,27.604548
0x491f,65.13983
0x9336,74.75195
0x12c8,76.91397
0x2f30,81.12339
0x7202,81.4718
0x7481,28.650305
0x1858,86.88926
0x794,27.189095
0x3f85,75.05067
0x79a3,77.774506
0x4e96,70.255356
0x1a6b,87.25297
0xae93,70.45649
0x3a9a,83.58004
0xb9d0,74.90228
0x63f5,71.01008
0x2be4,72.66372
0xc218,75.68347
0x9d84,77.28095
0x5382,72.37944
0x8714,89.73227
0x9c2b,70.01348
0x88bb,33.3001
0xa49a,73.71816
0xb359,78.44731
0x7a18,81.51922
0xb229,79.71547
0x74b6,90.9648
0xbb3e,81.87874
0xb970,72.75655
0x1cad,80.585724
0x28aa,32.690147
0x82b,77.43377
0x159f,73.43201
0x343b,62.364063
0x4de5,71.24265
0x3616,72.4669
0xc1b9,80.9032
0xa0ee,79.45715
0x74e1,80.079094
0x26bd,78.74831
0x42a2,83.53984
0x1cb8,71.38033
0x4e72,71.298294
0x8d29,75.754776
0xb1a4,70.19066
0x7c0d,77.1893
0x1f40,75.84932
0xa86b,80.73883
0x80b0,74.77161
0x79a8,83.13312
0x997a,39.452927
0x16d6,81.68233
0x6bcc,80.57297
0xaa8f,71.71071
0xb8c5,71.120346
0x7879,30.232458
0x8dc5,68.31062
0x268d,75.48676
0x268a,39.257633
0x16e3,92.49289
0xac53,81.390396
0x87e3,77.26448
0x200f,78.20369
0xc269,77.88892
0x5794,83.05727
0xaf37,35.79001
0x4173,84.948616
0x4c09,86.64582
0x478c,84.34777
0x80c0,77.936005
0x6d4f,78.650856
0x2a10,76.90739
0xaa73,75.71148
0x745a,75.60457
0x795,84.11485
0xbd18,71.177765
0x5e49,84.8353
0x7e1b,36.66936
0x9c67,75.93236
0x72b9,65.813034
0xb2f0,73.46581
0x1358,45.879272
0x340e,85.69802
0xb83b,79.11253
0xbd40,84.32896
0x3bf4,70.27973
0x67b9,75.77063
0xb91f,68.03899
0x682a,79.87029
0x5d0e,73.095215
0xa814,83.29629
0x1c4f,30.15019
0x7149,70.43184
0x3f88,76.484505
0x7ced,30.764992
0xac81,39.292694
0x76b0,83.548454
0x9cc8,28.322208
0x84da,76.118256
0x3d1b,83.03811
0xa0b8,73.17395
0x977c,65.509674
0x6777,88.72037
0x365d,74.56129
0x6c10,78.21056
0x18f0,77.66523
0x7521,82.42028
0xb73d,85.80881
0xb695,27.421667
0x8f1,82.41677
0xecf,71.27916
0xb2b7,63.202553
0x59e3,75.62032
0x86b5,74.862946
0x1c0e,83.99742
0x81ba,91.31137
0x321a,84.086075
0x164b,34.54957
0x3f1c,77.27459
0x29e3,76.80572
0x9bc9,86.784904
0x7c02,77.12318
0xc0e2,77.0097
0x8678,36.243484
0x143d,79.522675
0x347c,76.390114
0xa8fb,76.70755
0x25ad,81.51576
0x2621,76.70668
0xa696,86.13706
0x576a,37.162437
0x94cb,72.304955
0xd33,80.41484
0x57ba,27.858376
0x9e0c,83.76427
0x15e6,73.522675
0xbc47,75.58994
0x46c9,76.52465
0xb373,77.32528
0x20fd,73.85432
0x4def,88.95568
0x8c6d,82.39561
0x7a9c,84.73687
0x9bd3,71.25655
0xa46a,85.19488
0xb693,77.53708
0x61d2,76.16015
0x3baf,89.74232
0x22b6,82.95738
0x6936,85.078865
0x4cf1,86.23827
0xc6ff,83.872765
0xd25,81.57816
0x8442,38.37131
0x9e18,74.07221
0x375e,79.77177
0x6cac,38.69862
0x963d,83.56937
0xafe8,81.0233
0x4d82,73.38128
0x74bd,85.30914
0x3d74,75.60614
0x9e5f,85.64319
0x238b,76.79407
0x2145,72.79312
0x186b,77.53372
0xc3cb,79.95145
0x9db6,84.84049
0x62a6,73.29925
0x18ed,75.05949
0x3981,78.07589
0x1980,83.25455
0x7ab5,38.85563
0x259e,77.44425
0x2d2a,77.1597
0x54d2,76.22897
0x7df1,76.50342
0x2f3d,92.39045
0x6a47,64.94077
0x8e11,81.286766
0x14a0,63.813004
0x47e4,31.89801
0x5f77,88.4149
0x6fe2,30.409912
0x320f,81.36107
0x1cc7,82.0338
0x9648,37.0037
0x9c33,82.70579
0xbf5,73.75644
0x9bd4,76.78209
0x5a9b,85.96032
0x76fd,79.51903
0xc4d3,67.343
0xb1f7,85.592285
0x3837,78.4418
0x820d,77.7895
0x681f,66.56268
0x63e3,58.29338
0x2cf2,74.783936
0x8d15,82.374435
0x9e19,75.364784
0x1dcf,81.044846
0xab8a,72.90841
0x9391,91.602295
0x5ac5,80.214035
0xb64,67.34475
0x79dd,83.57808
0x803a,55.64724
0x79d5,89.228905
0x256a,77.15446
0x1b53,72.80157
0x1f8b,40.533005
0x907c,76.28571
0x9c1f,88.27246
0x650,72.73039
0x49db,71.948685
0x173d,32.603973
0x495c,73.092926
0x8251,71.545944
0x441f,85.33057
0x96d3,74.653854
0x377c,82.49487
0x6382,72.46556
0x983f,70.387955
0x1e55,85.83882
0x6846,73.29591
0x3799,75.59783
0x917e,75.64591
0x9898,82.93638
0x2e54,74.25052
0x8ca2,76.78492
0x2aeb,73.84999
0x7d37,79.040245
0x2dd8,70.60149
0x49c3,74.85898
0x9795,65.26363
0x6935,81.50147
0x5ddc,80.338234
0x7839,77.73229
0x9bd5,79.381256
0x42e9,80.52068
0x139c,88.11685
0xbb20,80.67262
0x2f08,72.886154
0xab1,69.19093
0x24f8,79.395615
0xb0f8,82.14479
0x7aa2,75.40426
0x12e6,86.04851
0xba7e,82.12055
0x4d45,69.37924
0x3637,73.323555
0xbee5,64.506035
0x9396,41.95651
0x5f67,74.798416
0x6d5,71.485374
0x5829,29.032072
0x76fb,73.71721
0xb305,82.15297
0xa791,80.0412
0x48d8,68.83324
0x8397,74.239746
0x7f93,72.70655
0x3c85,84.09448
0x70ef,76.597984
0x4c88,74.86543
0x3cff,81.42321
0x4dbb,76.40957
0xdaf,75.94757
0x6aa1,84.51038
0x894b,79.387024
0x8689,63.99092
0xc78a,70.51616
0x87d6,38.988987
0x166e,76.35007
0x3116,82.392784
0x2841,81.57016
0x1331,36.955627
0xb87e,81.7379
0x50a8,73.18128
0x9087,74.96913
0x5337,79.00187
0x5042,81.86347
0x6848,79.590866
0x8558,76.39744
0x4fe0,79.29696
0x9574,68.354744
0x6d8,78.46839
0x7fc1,88.04312
0x8876,72.83385
0x4e42,82.24873
0x993d,88.40231
0x6b08,83.39114
0xa00f,86.73855
0x9eb6,65.58063
0x8fe3,41.447926
0xaead,75.14505
0x6a4f,77.1309
0x941c,74.89787
0xb5e3,78.53426
0x7d03,83.10345
0x8583,81.1416
0x934b,81.01911
0x25f2,78.7962
0xb3a6,74.00265
0x3d55,68.49425
0x44c6,80.502365
0x9832,74.283844
0x9bc,73.256775
0x1d88,83.95622
0x4a94,90.03018
0x1e4b,82.37163
0x61ca,72.947784
0x7be4,67.238976
0x9275,78.25616
0x3e2f,74.62787
0x15b1,88.76434
0x7af2,75.30766
0xe8a,71.35603
0x9263,82.49706
0x48e2,69.49869
0xa0d0,72.10782
0x92b9,84.20117
0x38b2,86.06625
0x37fa,68.61815
0x26d0,91.978485
0xaa58,75.58223
0x92b1,63.646027
0x459a,39.20674
0x3221,66.720055
0xa539,76.94709
0x2b82,40.91908
0xbe56,61.94706
0x819,15.3220625
0x4781,84.14876
0x4449,92.299736
0x2abe,39.855476
0x864f,75.20977
0x51a0,74.26405
0x5cfa,73.97969
0x774a,84.73268
0x86e7,83.04497
0x11c3,71.01501
0x6908,85.274155
0x594e,22.089586
0x2d32,78.82519
0x4ce8,74.972786
0xc418,78.744484
0x2be5,77.401306
0x1c55,82.360565
0xb011,83.31175
